code_bassin;demandeurs_emploi;secteur_libelle
7513;550;Activités spécialisées, scientifiques et techniques
7513;456;Construction
7513;383;Industrie manufacturière
7513;317;Enseignement
7513;274;Administration publique
7513;255;Transports et entreposage
7513;254;Autres activités de services
7513;254;Arts, spectacles et activités récréatives
7513;225;Activités financières et d'assurance
7513;101;Information et communication
7513;62;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7513;43;Activités immobilières
7513;23;Agriculture, sylviculture et pêche
7513;17;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
7512;201;Industrie manufacturière
7512;110;Commerce -  réparation d'automobiles et de motocycles
7512;69;Activités de services administratifs et de soutien
7512;49;Construction
7512;40;Activités spécialisées, scientifiques et techniques
7512;37;Hébergement et restauration
7512;24;Administration publique
7512;23;Activités immobilières
7512;21;Transports et entreposage
7512;14;Santé humaine et action sociale
7512;14;Autres activités de services
7512;12;Agriculture, sylviculture et pêche
7512;10;Activités financières et d'assurance
7512;5;Information et communication
7512;4;Enseignement
7512;4;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7512;3;Arts, spectacles et activités récréatives
7511;382;Industrie manufacturière
7511;172;Commerce -  réparation d'automobiles et de motocycles
7511;110;Santé humaine et action sociale
7511;105;Construction
7511;70;Hébergement et restauration
7511;65;Transports et entreposage
7511;63;Activités de services administratifs et de soutien
7511;60;Activités spécialisées, scientifiques et techniques
7511;51;Administration publique
7511;46;Enseignement
7511;36;Autres activités de services
7511;33;Agriculture, sylviculture et pêche
7511;20;Activités financières et d'assurance
7511;19;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7511;15;Information et communication
7511;12;Arts, spectacles et activités récréatives
7511;7;Activités immobilières
7511;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
7510;136;Commerce -  réparation d'automobiles et de motocycles
7510;135;Industrie manufacturière
7510;118;Transports et entreposage
7510;95;Santé humaine et action sociale
7510;73;Hébergement et restauration
7510;65;Construction
7510;50;Activités de services administratifs et de soutien
7510;18;Activités spécialisées, scientifiques et techniques
7510;16;Enseignement
7510;14;Agriculture, sylviculture et pêche
7510;13;Administration publique
7510;9;Activités financières et d'assurance
7510;8;Autres activités de services
7510;6;Arts, spectacles et activités récréatives
7510;6;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7510;4;Information et communication
7510;2;Activités immobilières
7510;1;Industries extractives
7509;780;Activités financières et d'assurance
7509;693;Commerce -  réparation d'automobiles et de motocycles
7509;503;Santé humaine et action sociale
7509;432;Hébergement et restauration
7509;384;Industrie manufacturière
7509;309;Activités de services administratifs et de soutien
7509;269;Transports et entreposage
7509;219;Construction
7509;153;Administration publique
7509;146;Activités spécialisées, scientifiques et techniques
7509;143;Information et communication
7509;106;Autres activités de services
7509;83;Enseignement
7509;75;Arts, spectacles et activités récréatives
7509;32;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7509;21;Agriculture, sylviculture et pêche
7509;21;Activités immobilières
7509;16;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
7508;158;Hébergement et restauration
7508;137;Commerce -  réparation d'automobiles et de motocycles
7508;101;Santé humaine et action sociale
7508;50;Industrie manufacturière
7508;38;Activités spécialisées, scientifiques et techniques
7508;32;Construction
7508;27;Activités de services administratifs et de soutien
7508;20;Agriculture, sylviculture et pêche
7508;19;Administration publique
7508;18;Autres activités de services
7508;18;Arts, spectacles et activités récréatives
7508;16;Activités immobilières
7508;10;Activités financières et d'assurance
7508;6;Enseignement
7508;6;Transports et entreposage
7508;5;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7508;5;Information et communication
7506;342;Hébergement et restauration
7506;289;Commerce -  réparation d'automobiles et de motocycles
7506;227;Santé humaine et action sociale
7506;114;Construction
7506;86;Activités spécialisées, scientifiques et techniques
7506;69;Industrie manufacturière
7506;65;Activités de services administratifs et de soutien
7506;44;Autres activités de services
7506;35;Activités immobilières
7506;30;Transports et entreposage
7506;30;Arts, spectacles et activités récréatives
7506;27;Administration publique
7506;27;Activités financières et d'assurance
7506;21;Agriculture, sylviculture et pêche
7506;14;Enseignement
7506;14;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7506;10;Information et communication
7505;257;Commerce -  réparation d'automobiles et de motocycles
7505;199;Industrie manufacturière
7505;177;Hébergement et restauration
7505;162;Santé humaine et action sociale
7505;123;Construction
7505;103;Activités de services administratifs et de soutien
7505;91;Activités spécialisées, scientifiques et techniques
7505;66;Autres activités de services
7505;47;Transports et entreposage
7505;34;Administration publique
7505;22;Enseignement
7505;22;Activités immobilières
7505;20;Arts, spectacles et activités récréatives
7505;12;Activités financières et d'assurance
7505;6;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7505;4;Information et communication
7505;4;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
7505;3;Agriculture, sylviculture et pêche
7504;1360;Hébergement et restauration
7504;1034;Commerce -  réparation d'automobiles et de motocycles
7504;796;Santé humaine et action sociale
7504;653;Industrie manufacturière
7504;651;Activités de services administratifs et de soutien
7504;531;Activités spécialisées, scientifiques et techniques
7504;511;Construction
7504;282;Administration publique
7504;212;Activités financières et d'assurance
7504;193;Enseignement
7504;193;Autres activités de services
7504;152;Transports et entreposage
7504;147;Arts, spectacles et activités récréatives
7504;127;Activités immobilières
7504;124;Information et communication
7504;57;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7504;17;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
7504;13;Agriculture, sylviculture et pêche
7503;133;Commerce -  réparation d'automobiles et de motocycles
7503;129;Santé humaine et action sociale
7503;115;Industrie manufacturière
7503;67;Construction
7503;44;Hébergement et restauration
7503;38;Autres activités de services
7503;37;Activités spécialisées, scientifiques et techniques
7503;31;Transports et entreposage
7503;30;Administration publique
7503;25;Agriculture, sylviculture et pêche
7503;18;Activités de services administratifs et de soutien
7503;8;Activités financières et d'assurance
7503;8;Arts, spectacles et activités récréatives
7503;7;Enseignement
7503;2;Activités immobilières
7503;1;Industries extractives
7503;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
7501;805;Commerce -  réparation d'automobiles et de motocycles
7501;640;Hébergement et restauration
7501;537;Santé humaine et action sociale
7501;489;Industrie manufacturière
7501;452;Construction
7501;299;Activités de services administratifs et de soutien
7501;211;Activités spécialisées, scientifiques et techniques
7501;200;Transports et entreposage
7501;188;Information et communication
7501;177;Autres activités de services
7501;169;Administration publique
7501;91;Enseignement
7501;89;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
7501;73;Arts, spectacles et activités récréatives
7501;68;Activités financières et d'assurance
7501;45;Agriculture, sylviculture et pêche
7501;31;Activités immobilières
7501;10;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
7501;3;Industries extractives
5328;198;Commerce -  réparation d'automobiles et de motocycles
5328;190;Industrie manufacturière
5328;173;Hébergement et restauration
5328;151;Santé humaine et action sociale
5328;93;Construction
5328;63;Administration publique
5328;54;Transports et entreposage
5328;50;Activités spécialisées, scientifiques et techniques
